acquisition_id,customer_id,store_id,activation_flag
245,21822,1005,1
246,607,1008,1
247,30833,1009,1
248,34633,1023,1
249,36295,1001,1
250,28421,1011,1
251,10079,1036,1
252,42404,1031,1
253,45358,1010,1
254,12610,1005,1
255,28683,1007,1
256,21189,1037,1
257,44925,1031,1
258,15275,1019,1
259,39971,1039,1
260,44809,1037,1
261,34497,1034,1
262,23479,1014,1
263,7201,1017,1
264,49138,1003,1
265,173,1034,1
266,14575,1000,1
267,76,1032,1
268,45211,1019,1
269,37736,1037,1
270,12460,1033,1
271,16356,1037,1
272,6155,1000,1
273,12530,1010,1
274,41398,1028,1
275,33467,1002,1
276,38677,1001,1
277,42960,1009,1
278,37043,1033,1
279,13798,1038,1
280,33508,1000,1
281,39358,1019,1
282,8176,1035,1
283,17667,1025,1
284,5951,1007,1
285,47750,1025,1
286,39822,1033,1
287,18856,1011,1
288,38500,1006,1
289,27391,1008,1
290,1731,1007,1
291,34503,1023,1
292,13498,1034,1
293,3346,1035,1
294,26075,1035,1
295,46042,1035,1
296,27165,1038,1
297,3910,1038,1
298,35712,1021,1
299,38667,1001,1
300,6579,1012,1
301,30579,1002,1
302,44255,1014,1
303,36148,1011,1
304,8042,1017,1
305,46084,1030,1
306,46516,1022,1
307,3538,1029,1
308,40019,1039,1
309,10474,1037,1
310,27048,1028,1
311,19818,1023,1
312,11124,1009,1
313,24321,1029,1
314,2245,1014,1
315,22394,1032,1
316,27476,1007,1
317,18525,1016,1
318,17832,1014,1
319,28559,1016,1
320,46709,1032,1
321,40616,1008,1
322,49059,1029,1
323,7084,1024,1
324,24816,1003,1
325,48849,1008,1
326,11135,1000,1
327,23909,1001,1
328,41792,1025,1
329,13712,1005,1
330,22096,1036,1
331,1103,1031,1
332,46844,1012,1
333,36355,1015,1
334,33546,1030,1
335,48514,1019,1
336,47580,1007,1
337,42693,1021,1
338,29451,1024,1
339,17112,1036,1
340,12915,1034,1
341,41300,1001,1
342,2770,1037,1
343,47598,1019,1
344,37945,1018,1
345,38886,1031,1
346,36127,1036,1
347,1027,1039,1
348,19484,1018,1
349,30319,1021,1
350,40381,1008,1
351,46767,1009,1
352,3343,1034,1
353,48671,1029,1
354,29560,1036,1
355,27076,1037,1
356,19883,1009,1
357,10731,1027,1
358,13250,1034,1
359,10247,1004,1
360,25481,1015,1
361,5061,1024,1
362,43228,1010,1
363,42022,1028,1
364,11895,1017,1
365,44549,1036,1
366,34221,1034,1
367,390,1035,1
368,11352,1025,1
369,21053,1018,1
370,19261,1036,1
371,10128,1029,1
372,18784,1030,1
373,32760,1024,1
374,18841,1032,1
375,11724,1028,1
376,13463,1037,1
377,34497,1037,1
378,44817,1035,1
379,12709,1020,1
380,17434,1025,1
381,2716,1032,1
382,2155,1008,1
383,18285,1021,1
384,2935,1018,1
385,26161,1030,1
386,42016,1015,1
387,14357,1006,1
388,21824,1032,1
389,9355,1019,1
390,33274,1035,1
391,31583,1002,1
392,43003,1005,1
393,49067,1033,1
394,37379,1000,1
395,49948,1033,1
396,26744,1037,1
397,8039,1004,1
398,15458,1030,1
399,31920,1004,1
400,5353,1023,1
401,43686,1000,1
402,1154,1009,1
403,16299,1039,1
404,21900,1029,1
405,19716,1034,1
406,38007,1023,1
407,49637,1012,1
408,40590,1018,1
409,42960,1005,1
410,15195,1021,1
411,49262,1025,1
412,18967,1016,1
413,18391,1035,1
414,38165,1021,1
415,3272,1037,1
416,48866,1007,1
417,18653,1004,1
418,35511,1024,1
419,48004,1009,1
420,44999,1030,1
421,25,1037,1
422,2415,1024,1
423,40455,1019,1
424,26042,1027,1
425,45832,1002,1
426,24482,1037,1
427,5916,1029,1
428,39427,1018,1
429,45844,1016,1
430,27299,1022,1
431,26377,1036,1
432,8194,1034,1
433,30558,1034,1
434,24578,1005,1
435,7211,1024,1
436,26457,1036,1
437,32546,1029,1
438,10566,1031,1
439,17785,1037,1
440,15929,1033,1
441,45147,1001,1
442,39549,1021,1
443,35513,1035,1
444,35883,1019,1
445,32311,1027,1
446,10720,1035,1
447,40171,1003,1
448,40802,1017,1
449,5311,1012,1
450,11566,1010,1
451,25269,1028,1
452,15331,1013,1
453,9777,1006,1
454,4654,1015,1
455,38860,1012,1
456,31404,1033,1
457,7094,1006,1
458,25581,1000,1
459,45870,1019,1
460,40453,1034,1
461,3269,1016,1
462,27301,1010,1
463,46385,1029,1
464,30161,1022,1
465,35251,1011,1
466,7593,1038,1
467,39953,1023,1
468,13750,1000,1
469,20653,1021,1
470,24492,1019,1
471,33228,1031,1
472,22332,1030,1
473,21983,1038,1
474,28918,1004,1
475,13981,1013,1
476,9874,1036,1
477,21731,1015,1
478,33863,1004,1
479,20990,1037,1
480,14860,1029,1
481,39483,1004,1
482,40953,1013,1
483,40467,1017,1
484,7912,1027,1
485,6416,1020,1
486,11077,1013,1
487,2143,1023,1
488,36094,1028,1
489,30427,1021,1
490,33090,1008,1
491,41611,1039,1
492,7418,1029,1
493,17836,1028,1
494,9017,1031,1
495,27801,1004,1
496,25033,1028,1
497,9964,1037,1
498,28851,1031,1
499,21941,1029,1
500,31241,1019,1
501,49960,1038,1
502,26093,1033,1
503,12197,1029,1
504,7175,1017,1
505,9125,1009,1
506,23480,1015,1
507,15963,1003,1
508,22297,1014,1
509,966,1006,1
510,26901,1023,1
511,29578,1028,1
512,32060,1018,1
513,43135,1012,1
514,24574,1035,1
515,352,1034,1
516,49671,1012,1
517,30406,1023,1
518,36858,1022,1
519,4050,1019,1
520,14642,1008,1
521,20908,1010,1
522,43372,1017,1
523,18562,1034,1
524,43815,1030,1
525,7328,1026,1
526,45672,1000,1
527,8726,1006,1
528,35049,1026,1
529,12200,1020,1
530,11800,1016,1
531,38640,1001,1
532,11359,1028,1
533,21826,1019,1
534,41985,1011,1
535,17996,1038,1
536,21371,1023,1
537,40728,1025,1
538,49625,1011,1
539,37440,1018,1
540,43466,1010,1
541,2924,1032,1
542,5884,1018,1
543,11522,1001,1
544,7491,1028,1
545,13961,1014,1
546,42760,1015,1
547,40837,1032,1
548,19981,1014,1
549,15679,1037,1
550,36937,1028,1
551,27309,1033,1
552,42184,1009,1
553,16273,1002,1
554,8332,1009,1
555,14040,1027,1
556,26859,1024,1
557,33445,1013,1
558,42327,1007,1
559,14395,1025,1
560,15884,1008,1
561,31883,1037,1
562,37985,1009,1
563,21839,1003,1
564,47154,1033,1
565,7511,1017,1
566,10761,1018,1
567,49075,1018,1
568,16623,1016,1
569,1862,1007,1
570,29247,1014,1
571,44522,1033,1
572,33992,1012,1
573,7396,1031,1
574,1906,1012,1
575,38463,1035,1
576,47658,1007,1
577,34625,1025,1
578,3138,1018,1
579,23873,1008,1
580,12850,1028,1
581,3610,1000,1
582,1126,1029,1
583,32607,1011,1
584,37405,1016,1
585,46220,1010,1
586,30811,1024,1
587,41730,1033,1
588,34022,1009,1
589,4579,1000,1
590,36938,1035,1
591,28759,1027,1
592,31013,1027,1
593,26804,1012,1
594,23737,1038,1
595,42337,1028,1
596,26436,1025,1
597,47950,1011,1
598,34193,1039,1
599,30025,1034,1
600,43905,1006,1
601,15922,1015,1
602,25493,1034,1
603,38436,1007,1
604,35986,1037,1
605,29850,1032,1
606,11364,1029,1
607,11573,1039,1
608,37175,1005,1
609,5254,1031,1
610,36828,1013,1
611,13979,1003,1
612,13338,1001,1
613,31938,1034,1
614,13208,1038,1
615,2360,1019,1
616,44108,1037,1
617,22393,1010,1
618,41505,1021,1
619,30947,1007,1
620,34146,1032,1
621,2110,1008,1
622,42310,1017,1
623,2914,1027,1
624,49302,1028,1
625,37696,1026,1
626,40465,1023,1
627,12861,1012,1
628,39993,1037,1
629,34446,1020,1
630,24239,1015,1
631,7939,1011,1
632,34269,1023,1
633,4036,1025,1
634,33620,1022,1
635,48213,1027,1
636,40045,1018,1
637,40834,1026,1
638,38356,1007,1
639,48227,1009,1
640,24664,1010,1
641,22414,1031,1
642,31953,1019,1
643,18928,1017,1
644,14108,1003,1
645,41222,1020,1
646,41491,1018,1
647,45651,1001,1
648,30091,1006,1
649,40004,1016,1
650,7412,1009,1
651,22474,1027,1
652,21367,1035,1
653,37410,1014,1
654,22893,1019,1
655,32147,1036,1
656,5070,1004,1
657,24164,1006,1
658,34972,1022,1
659,8206,1009,1
660,49275,1018,1
661,4559,1010,1
662,5417,1006,1
663,10728,1026,1
664,15295,1010,1
665,16214,1036,1
666,27999,1036,1
667,4917,1005,1
668,11605,1012,1
669,35772,1022,1
670,3584,1005,1
671,35518,1004,1
672,27193,1021,1
673,49000,1034,1
674,17308,1031,1
675,12047,1030,1
676,23523,1020,1
677,33249,1020,1
678,30862,1026,1
679,41003,1033,1
680,3933,1037,1
681,2523,1029,1
682,42708,1039,1
683,36214,1007,1
684,43177,1036,1
685,29072,1014,1
686,14159,1016,1
687,47388,1029,1
688,17612,1031,1
689,25797,1032,1
690,43518,1001,1
691,7860,1012,1
692,36944,1036,1
693,5741,1021,1
694,14040,1038,1
695,12083,1003,1
696,26281,1012,1
697,27520,1025,1
698,16607,1027,1
699,49420,1024,1
700,43117,1035,1
701,26225,1036,1
702,38788,1004,1
703,38595,1011,1
704,16656,1027,1
705,18061,1019,1
706,19845,1011,1
707,13864,1026,1
708,14679,1000,1
709,27915,1009,1
710,19543,1017,1
711,35531,1026,1
712,48981,1021,1
713,19342,1003,1
714,7158,1028,1
715,9966,1007,1
716,32195,1017,1
717,36208,1000,1
718,943,1003,1
719,5909,1018,1
720,28598,1023,1
721,34787,1000,1
722,46663,1018,1
723,3498,1008,1
724,16003,1018,1
725,8308,1001,1
726,17574,1028,1
727,11421,1020,1
728,6430,1018,1
729,49586,1022,1
730,22975,1007,1
731,46421,1000,1
732,25185,1027,1
733,19837,1026,1
734,12938,1025,1
735,57,1031,1
736,1934,1018,1
737,41334,1008,1
738,34259,1004,1
739,27215,1001,1
740,34430,1033,1
741,12091,1034,1
742,40126,1005,1
743,35403,1039,1
744,2227,1004,1
745,3428,1010,1
746,30824,1019,1
747,21606,1022,1
748,18576,1005,1
749,44456,1015,1
750,14370,1032,1
751,22479,1025,1
752,46952,1033,1
753,4248,1025,1
754,8803,1009,1
755,46779,1033,1
756,46595,1019,1
757,38967,1027,1
758,25534,1030,1
759,6213,1025,1
760,28211,1021,1
761,1642,1030,1
762,42371,1038,1
763,47856,1016,1
764,31482,1015,1
765,38594,1030,1
766,38065,1004,1
767,8729,1024,1
768,17157,1006,1
769,4913,1013,1
770,33845,1034,1
771,3846,1016,1
772,13397,1011,1
773,37376,1005,1
774,23624,1037,1
775,35853,1034,1
776,21273,1027,1
777,11353,1011,1
778,40257,1024,1
779,16572,1021,1
780,21673,1039,1
781,41455,1037,1
782,40475,1001,1
783,6602,1032,1
784,8355,1022,1
785,32593,1026,1
786,31285,1035,1
787,15994,1036,1
788,38940,1026,1
789,20869,1026,1
790,15425,1027,1
791,49890,1034,1
792,29624,1031,1
793,29171,1004,1
794,14835,1008,1
795,47684,1010,1
796,7127,1022,1
797,20403,1034,1
798,27581,1005,1
799,10001,1012,1
800,26630,1029,1
801,31216,1001,1
802,37942,1033,1
803,27239,1032,1
804,10636,1017,1
805,8780,1007,1
806,25751,1028,1
807,9626,1027,1
808,31966,1027,1
809,11703,1007,1
810,39636,1016,1
811,38902,1016,1
812,49729,1014,1
813,8450,1017,1
814,24110,1007,1
815,20468,1030,1
816,43987,1003,1
817,11264,1039,1
818,25237,1025,1
819,28730,1030,1
820,14371,1030,1
821,35436,1007,1
822,44898,1037,1
823,48552,1039,1
824,26694,1021,1
825,14921,1002,1
826,8495,1006,1
827,2804,1021,1
828,35503,1026,1
829,15727,1038,1
830,12734,1009,1
831,46831,1000,1
832,6214,1032,1
833,43555,1006,1
834,33786,1030,1
835,1158,1021,1
836,31106,1029,1
837,19367,1034,1
838,4610,1013,1
839,48213,1016,1
840,39944,1024,1
841,31326,1014,1
842,42508,1015,1
843,41456,1017,1
844,3004,1022,1
845,17246,1025,1
846,35136,1030,1
847,15834,1035,1
848,5728,1017,1
849,43113,1036,1
850,21518,1018,1
851,32579,1037,1
852,46499,1033,1
853,3366,1035,1
854,3679,1014,1
855,11955,1005,1
856,30533,1009,1
857,32415,1013,1
858,12600,1003,1
859,10893,1036,1
860,9579,1006,1
861,11996,1019,1
862,12579,1011,1
863,17466,1022,1
864,24564,1020,1
865,18675,1039,1
866,216,1015,1
867,46799,1010,1
868,25550,1009,1
869,17056,1029,1
870,35778,1008,1
871,41847,1018,1
872,22602,1018,1
873,7444,1029,1
874,44780,1016,1
875,42985,1017,1
876,28808,1016,1
877,46392,1030,1
878,23063,1036,1
879,28780,1025,1
880,20073,1001,1
881,40291,1019,1
882,24778,1037,1
883,26949,1004,1
884,43509,1008,1
885,29082,1007,1
886,27487,1030,1
887,49389,1016,1
888,18868,1016,1
889,48490,1019,1
890,26335,1028,1
891,14867,1038,1
892,19445,1037,1
893,48680,1003,1
894,12602,1031,1
895,29692,1009,1
896,24723,1014,1
897,37282,1026,1
898,29643,1039,1
899,39625,1025,1
900,5444,1024,1
901,24701,1001,1
902,13193,1026,1
903,21553,1031,1
904,37128,1008,1
905,8768,1022,1
906,25142,1029,1
907,6203,1020,1
908,29837,1018,1
909,18604,1034,1
910,19144,1007,1
911,43427,1027,1
912,45317,1017,1
913,49647,1017,1
914,40463,1032,1
915,8002,1023,1
916,31923,1013,1
917,42729,1014,1
918,47960,1021,1
919,27601,1017,1
920,47745,1024,1
921,31691,1032,1
922,31116,1034,1
923,25082,1006,1
924,38658,1034,1
925,24785,1002,1
926,11306,1004,1
927,16718,1019,1
928,4266,1001,1
929,23222,1018,1
930,38834,1037,1
931,14843,1011,1
932,47278,1011,1
933,34184,1039,1
934,939,1007,1
935,44932,1001,1
936,8881,1031,1
937,2248,1020,1
938,49390,1039,1
939,22027,1021,1
940,49530,1018,1
941,10391,1038,1
942,19369,1034,1
943,26518,1024,1
944,34997,1034,1
945,38322,1007,1
946,4562,1017,1
947,19886,1017,1
948,20087,1008,1
949,19404,1038,1
950,49710,1003,1
951,44619,1025,1
952,13625,1004,1
953,29994,1006,1
954,38366,1033,1
955,44387,1012,1
956,22642,1020,1
957,11439,1029,1
958,9065,1010,1
959,6171,1033,1
960,32671,1014,1
961,42708,1035,1
962,40780,1004,1
963,23718,1032,1
964,31422,1010,1
965,38741,1020,1
966,28810,1001,1
967,38064,1028,1
968,22464,1034,1
969,34026,1024,1
970,16742,1025,1
971,1096,1028,1
972,44972,1016,1
973,20793,1036,1
974,27688,1026,1
975,14257,1014,1
976,307,1016,1
977,14123,1002,1
978,13423,1017,1
979,8282,1004,1
980,38483,1010,1
981,11782,1019,1
982,33996,1000,1
983,3616,1016,1
984,10739,1035,1
985,32588,1016,1
986,20345,1039,1
987,31560,1024,1
988,37320,1037,1
989,23459,1009,1
990,42290,1019,1
991,26650,1011,1
992,18414,1019,1
993,40721,1012,1
994,26898,1017,1
995,36433,1012,1
996,19254,1023,1
997,4000,1029,1
998,28540,1028,1
999,5252,1006,1
1000,1972,1004,1
1001,47485,1024,1
1002,33466,1036,1
1003,14364,1030,1
1004,17650,1038,1
1005,45893,1025,1
1006,32180,1021,1
1007,31422,1012,1
1008,17064,1025,1
1009,47247,1005,1
1010,34678,1039,1
1011,31249,1036,1
1012,2573,1033,1
1013,18209,1031,1
1014,10915,1002,1
1015,26270,1025,1
1016,22640,1029,1
1017,48254,1008,1
1018,34571,1036,1
1019,14078,1028,1
1020,29147,1001,1
1021,23718,1033,1
1022,49444,1007,1
1023,14672,1004,1
1024,7365,1035,1
1025,33508,1010,1
1026,22928,1028,1
1027,38004,1039,1
1028,46117,1006,1
1029,28260,1021,1
1030,32170,1032,1
1031,20771,1024,1
1032,29967,1003,1
1033,47319,1013,1
1034,42677,1007,1
1035,10475,1012,1
1036,23391,1011,1
1037,47956,1008,1
1038,44306,1008,1
1039,31129,1001,1
1040,36917,1037,1
1041,45851,1038,1
1042,29760,1037,1
1043,21964,1036,1
1044,33367,1016,1
1045,48605,1009,1
1046,45967,1014,1
1047,14302,1037,1
1048,44262,1030,1
1049,4477,1000,1
1050,23575,1018,1
1051,2057,1002,1
1052,8085,1001,1
1053,15209,1004,1
1054,7070,1030,1
1055,5006,1016,1
1056,49191,1027,1
1057,13752,1020,1
1058,23833,1024,1
1059,41631,1003,1
1060,27822,1028,1
1061,13904,1002,1
1062,35573,1038,1
1063,31715,1025,1
1064,26070,1014,1
1065,33698,1024,1
1066,8643,1000,1
1067,22767,1000,1
1068,18604,1019,1
1069,15459,1036,1
1070,47749,1001,1
1071,5625,1029,1
1072,44780,1002,1
1073,26161,1015,1
1074,3646,1008,1
1075,41313,1005,1
1076,42043,1034,1
1077,19616,1018,1
1078,42009,1017,1
1079,40007,1012,1
1080,32390,1033,1
1081,35943,1020,1
1082,15990,1026,1
1083,12030,1000,1
1084,40253,1038,1
1085,49571,1032,1
1086,32259,1039,1
1087,22848,1038,1
1088,11186,1037,1
1089,14052,1001,1
1090,10957,1017,1
1091,5516,1019,1
1092,33364,1008,1
1093,46424,1021,1
1094,36181,1004,1
1095,42433,1002,1
1096,1366,1030,1
1097,8516,1007,1
1098,42327,1024,1
1099,1255,1025,1
1100,39950,1007,1
1101,42960,1012,1
1102,20590,1012,1
1103,49442,1012,1
1104,18524,1028,1
1105,19387,1036,1
1106,36148,1020,1
1107,44688,1031,1
1108,40946,1035,1
1109,6230,1026,1
1110,35030,1012,1
1111,19636,1039,1
1112,42728,1038,1
1113,30413,1001,1
1114,48846,1034,1
1115,49856,1016,1
1116,14632,1016,1
1117,1336,1006,1
1118,42599,1023,1
1119,7322,1023,1
1120,13046,1031,1
1121,40682,1014,1
1122,25729,1006,1
1123,20819,1028,1
1124,30543,1035,1
1125,31692,1005,1
1126,9690,1009,1
1127,27403,1033,1
1128,41566,1021,1
1129,40159,1019,1
1130,37830,1036,1
1131,16215,1002,1
1132,11734,1031,1
1133,10309,1009,1
1134,6484,1012,1
1135,22340,1019,1
1136,37165,1022,1
1137,9227,1006,1
1138,42891,1015,1
1139,5708,1012,1
1140,2628,1006,1
1141,29341,1039,1
1142,4059,1017,1
1143,47237,1014,1
1144,3346,1005,1
1145,35864,1021,1
1146,25796,1033,1
1147,20310,1031,1
1148,34156,1015,1
1149,9028,1028,1
1150,33924,1001,1
1151,40109,1035,1
1152,1121,1010,1
1153,48187,1037,1
1154,25435,1036,1
1155,21603,1012,1
1156,6690,1013,1
1157,45574,1029,1
1158,4330,1037,1
1159,40773,1002,1
1160,39115,1037,1
1161,34626,1037,1
1162,39298,1017,1
1163,21928,1015,1
1164,9561,1019,1
1165,19882,1018,1
1166,8985,1038,1
1167,35187,1013,1
1168,42856,1008,1
1169,48036,1006,1
1170,11239,1032,1
1171,16664,1018,1
1172,36836,1030,1
1173,5128,1032,1
1174,15115,1031,1
1175,3658,1038,1
1176,35359,1009,1
1177,16040,1032,1
1178,9176,1031,1
1179,36169,1027,1
1180,29564,1021,1
1181,49794,1038,1
1182,26966,1026,1
1183,21750,1000,1
1184,13122,1032,1
1185,23623,1032,1
1186,23619,1016,1
1187,24619,1020,1
1188,9235,1008,1
1189,15863,1007,1
1190,14875,1038,1
1191,13359,1025,1
1192,44227,1007,1
1193,4859,1034,1
1194,46305,1036,1
1195,5107,1018,1
1196,6747,1007,1
1197,40072,1007,1
1198,32285,1014,1
1199,37356,1022,1
1200,31923,1024,1
1201,47834,1037,1
1202,27944,1023,1
1203,26665,1008,1
1204,25048,1030,1
1205,11904,1020,1
1206,4508,1013,1
1207,42408,1028,1
1208,17154,1000,1
1209,49470,1013,1
1210,8421,1018,1
1211,14170,1024,1
1212,162,1010,1
1213,12810,1021,1
1214,49849,1022,1
1215,28900,1009,1
1216,2096,1012,1
1217,14103,1027,1
1218,17124,1022,1
1219,3632,1028,1
1220,25192,1002,1
1221,33672,1035,1
1222,45290,1025,1
1223,18875,1016,1
1224,6100,1000,1
1225,40742,1008,1
1226,27962,1012,1
1227,45708,1030,1
1228,49054,1024,1
1229,46451,1033,1
1230,11761,1001,1
1231,3569,1002,1
1232,9086,1011,1
1233,23007,1010,1
1234,28322,1002,1
1235,18475,1007,1
1236,27089,1000,1
1237,42466,1004,1
1238,38538,1004,1
1239,25120,1002,1
1240,37914,1023,1
1241,31455,1039,1
1242,29721,1004,1
1243,11716,1028,1
1244,1292,1013,1
1245,17865,1030,1
1246,5076,1012,1
1247,5062,1001,1
1248,40254,1016,1
1249,6033,1034,1
1250,39022,1019,1
1251,3991,1004,1
1252,23362,1004,1
1253,23940,1035,1
1254,1680,1030,1
1255,19282,1018,1
1256,16474,1017,1
1257,26572,1006,1
1258,40277,1010,1
1259,2115,1013,1
1260,42557,1037,1
1261,4931,1011,1
1262,38361,1016,1
1263,39039,1003,1
1264,38776,1029,1
1265,31684,1022,1
1266,10251,1026,1
1267,37411,1020,1
1268,32092,1026,1
1269,34103,1023,1
1270,48381,1030,1
1271,33012,1027,1
1272,43098,1025,1
1273,42305,1006,1
1274,48027,1025,1
1275,37435,1036,1
1276,42152,1015,1
1277,24866,1004,1
1278,25518,1017,1
1279,18382,1027,1
1280,10649,1020,1
1281,12725,1023,1
1282,32117,1008,1
1283,40824,1014,1
1284,23967,1026,1
1285,36055,1010,1
1286,34309,1036,1
1287,43471,1022,1
1288,3353,1004,1
1289,8361,1032,1
1290,22090,1031,1
1291,968,1021,1
1292,38336,1004,1
1293,37528,1031,1
1294,12806,1011,1
1295,334,1038,1
1296,40056,1001,1
1297,28607,1022,1
1298,41274,1029,1
1299,35607,1027,1
1300,16016,1027,1
1301,15406,1032,1
1302,10236,1011,1
1303,124,1022,1
1304,5978,1026,1
1305,25417,1005,1
1306,45727,1029,1
1307,3884,1014,1
1308,37306,1037,1
1309,22135,1025,1
1310,39546,1002,1
1311,8889,1032,1
1312,11025,1027,1
1313,2880,1019,1
1314,24060,1032,1
1315,3732,1005,1
1316,20779,1009,1
1317,20936,1032,1
1318,12798,1003,1
1319,21054,1035,1
1320,12657,1006,1
1321,22818,1016,1
1322,23465,1035,1
1323,26255,1007,1
1324,29061,1014,1
1325,3923,1032,1
1326,12546,1014,1
1327,11298,1019,1
1328,11186,1011,1
1329,34619,1028,1
1330,14198,1035,1
1331,4759,1035,1
1332,23729,1001,1
1333,6415,1010,1
1334,13423,1010,1
1335,24674,1001,1
1336,38027,1002,1
1337,47711,1004,1
1338,19083,1008,1
1339,1408,1000,1
1340,4252,1029,1
1341,4274,1018,1
1342,43478,1000,1
1343,42825,1006,1
1344,18972,1033,1
1345,9507,1007,1
1346,28024,1022,1
1347,48117,1038,1
1348,39747,1021,1
1349,40251,1011,1
1350,22851,1032,1
1351,21950,1037,1
1352,23636,1023,1
1353,16703,1032,1
1354,6115,1032,1
1355,8677,1027,1
1356,46907,1035,1
1357,34697,1027,1
1358,23798,1012,1
1359,14120,1017,1
1360,47839,1024,1
1361,40487,1008,1
